Location,Name,Description,Latitude,Longitude,Altitude,Map
"Jellico Creek Road, McCreary County, Kentucky, United States",Daniel Boone National Forest,Large campsite s room for 6+ vehicles. tent site for large tent. 2 fire rings. Creek on 2sides. Access from Jellico Creek Road,36.601465,-84.248275,289.0
"Holdridge Road, Imperial County, California, United States",Dry camping free,"Dry camping allowed 14 days, per posted signs. Sandy and quiet. Other campers as well but lots of places. 

2 bar Verizon - inside my Reflectix (double layered and PVC-based black cloth outer-layered (hello Joanna fabric store, 3M Hi 90, 5 days to offgas -  because I'm boujee like that), so 3 bars.",32.748859,-115.269674,4.8011474609375
"Valley of the Gods Road, San Juan County, Utah, United States",Valley of the Gods,"Flat area off main road. No trees or cover but some hills may provide some wind barriers. No fire ring as fires are not allowed in VotG. About 2 miles from Hwy 163.
Fantastic view of sunset and surrounding canyons.
We are travelling from Monument Valley to Four Corners and this is a great free place to camp along the lines of way. ",37.253939,-109.816504,1374.7115478515625
"Palm Springs Public Parking Garage, East Andreas Road, Palm Springs, Riverside County, California, 92292, United States",Street Parking,"Parking along a ""quiet""(Saturday night - not so much) street next to a free parking garage. Perfectly located, very close to lots of lovely restaurants and shops.",33.825305,-116.549031,142.94714742992073
"Mule Pass Tunnel, North Juniper Flats Road, Cochise County, Arizona, United States",Bisbee,"12 minutes from downtown Bisbee, 
At the junction of N. Old Divide Road and N. Juniper Flats Rd. on top of the tunnel. Small parking lot large enough for 3-4 small rigs. Stone monument. No signage. An alternative to “the Shrine” which had only one spot I could find. Little traffic and Hwy 80 is under you through a tunnel, so no noise",31.458731,-109.942968,1844.4410095214844
"Foundation College of San Diego, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92163, United States",Mesa Rim Street Parking,"San Diego’s been cracking down on vans. My friend told me I could probably park at the nearby climbing gym but I felt better being on the street. I saw about 3 other vans when I came in. A bit noisy, but I feel safe as a solo female traveler.",32.761204,-117.160961,18.766301174648103
"Mount Blanca Road, Alamosa County, Colorado, United States",BLM Sacred White Shell Mountain,Wonderful free spot to camp. Beautiful view of the mountains. Lots of pull offs and some have fire rings. Quiet and peaceful. One/two bars Verizon LTE. Two/three bars T-Mobile 5G. Road in is a little bumpy but nothing too bad. Only 20 minutes or so outside Sand Dunes NP.,37.52698,-105.59381,2357.903886613436
"L-77, Indian River County, Florida, United States",Blue Cypress Conservation Area Boat Ramp,"Good place for a night's sleep, but very busy during the day with airboat tours and fishermen.  Quiet at night though! The tours pull up near the picnic tables on the north side of the lot, so you might want to opt for the spots on the south side, closer to the pit toilet.",27.663016,-80.644361,10.111544989980755
"Walmart Supercenter, 209, Lakeshore Parkway, Lakeview Park, Homewood, Jefferson County, Alabama, 35209, United States",Walmart in Homewood Alabama,This was a 24 hour location and open all night.  This was nice because washrooms were available all night.  It was noisy - shoppers were coming and going throughout the night.  It was close to I-65 so we could also hear the traffic.  There was also a Sam's Club and gas station in the same lot.  It was good enough for a quick stop to sleep and continue the drive in the morning. A couple of other RV's were there as well. ,33.44771,-86.821,182.79998779296875
"3459, Strongs Drive, Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90292, United States",Venice Grand Canal ,Long street to park along canal. Close to beach. No overnight for vechiles over 22' long/ 7' high. Stayed 2 nights in a (not stealthy) camper van without issue. Hard to find parking during the day- easy at night. Easy stroll to beach.,33.978439,-118.462787,3.216425104998052
"TX 118, Brewster County, Texas, 79830, United States",Rest Stop ,"In the winter barely any cars passed by. There’s no facilities nor verizon or att service. Small rvs and vans would be fine here. 

There's no more passes available at the NP Big Bend and backcountry camping is $10/night, some sites are first come first served, others are available only through the recreation.gov website or app.",30.044018,-103.571849,1331.8432760657745
"La Paz County, Arizona, United States",Near Alamo Rsvr,"Nice views, no one around but for an rv here and there a few miles out. You can see the lake from here, more or less. Interesting terrain. Good enough cellular signal.
",34.232546,-113.531258,405.068115234375
"Boulder City, Clark County, Nevada, United States",Dry Lake Bed,"Awesome site. No facilities of any kind. Boulder City is a 15 minute drive up 95. If it rains a lot (pouring or over days), the bed will fill so make sure to keep an eye on the rain. During the week it is super quiet and during the weekends there will be other camps with large fires, dirt bikes, atvs and such. The wind can pick up a lot as well. Do not follow GPS coordinates just drive down 95 until you can pull into an ungated area in front of the solar farm. I do not recommend driving in at or after dark. There are ditches from people doing donuts in the mud that could really harm your vehicle. Very large area with plenty of space.   

Good WiFi as of 5/2/2021. 3 bars Verizon ",35.881396,-114.935886,518.9002342224121
"Doña Ana County, New Mexico, United States",Aden Crater,"BLM camping on the edge of the Aden lava flow. 1.5h from Las Cruces,NM. West on I-10, exit 127, pass OHV area, cross RR tracks, follow S side of tracks heading SE then turn to follow along edge of lava flow. Best in small vehicle, no trailers, truck camper, van or rooftop rig. Relatively easy hike into crater. Peaceful night. ",32.079611,-107.061191,1310.6105613708496
"Mountain Meadows Road, Otero County, New Mexico, United States",BLM land La Luz ,"About 500 feet after the BLM land “fence” 
Was able to get here with low-ish clearance and 2WD. Make sure to go at least to the BLM fence otherwise you are on private land. This is a beautiful little hill that looks over white sands national park and both mountain ranges. Stars are incredible. This is a shooting range. Lots of garbages. ",33.032106,-105.956619,1445.5324597753345
"Apache Trail, Maricopa County, Arizona, United States",Apache pulloff ,"Pulloff from beautiful road, nice view although some power lines. Probably 2-3 very flat spots and some others that are doable. 1 other Rv came in later. We stayed here because the first other two spots on ioverlander were absolutely packed, we also didn’t want to drive so far to the next one. Wouldn’t recommend for big rigs ",33.512798,-111.457119,713.8084373474121
"Route K, Havenhurst, Pineville, McDonald County, Missouri, 64856, United States",Huckleberry Ridge Conservation Area,"Public land with trails and forest roads, peaceful.",36.588894,-94.331251,332.0
"7272, Ronson Road, San Diego, San Diego County, California, 92111, United States",Ronson road industrial area ,"Lots of parking along a street in an industrial area. A few fulltimers here. Quiet at night. We heard that police will not bother vehicle dwellers if they park in an industrial area, so we chose to stay here instead of the many parking lots and residential areas marked on this app. Stayed a few nights, no problems. No signs prohibiting parking or about street sweeping.",32.829037,-117.160548,100.7001180974775
"North Picacho Wash, Maricopa County, Arizona, United States",Boulders OHV,"dispersed primitive camping at OHV staging area. one pit toilet. pack in, pack out.",33.842755,-112.443175,582.593017578125
"Junction Creek Road, Durango, La Plata County, Colorado, United States",Junction Creek Road ,Dispersed camping on Junction Creek Road passed the Animas Overlook. Very quiet road with great overlooks. ,37.363768,-107.889822,2761.886962890625
"2520, Decatur Street, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States",Decatur St + Franklin Avenue ,"On the street. Close to French quarter. Well lit. A little noisy. We hear the train whistling. Good for one night.
Sur la rue. Près du quartier français. Très éclairé. Un peu bruyant. On entend le train siffler. Bon pour une nuit. ",29.962948,-90.052234,1.55560302734375
"Talladega Scenic Drive, Clay County, Alabama, United States",Chinnabee silent trail parking lot,Amazing paved parking lot that has trails immediately around it. You can stay the night. ,33.444014,-85.841362,346.93794544213193
"Doña Ana County, New Mexico, United States",Parking Border Authority,"There is a big parking lot behind the border on the American side with bright lights. We stayed in the backyard on the left side (when you exit the main road) close to the sand and a small building on some dirt road place. Nobody bothered us. Very calm, No shade. We came here late in the night and stayed 'til the late morning.
Great to stay after passing the border from Mex to USA. ",31.788068,-106.680629,1260.7109375
"399, Bonifacio Place, Monterey, Monterey County, California, 93940, United States",Adams St. ,We parked here for a few nights. Very quiet and very close to all attractions. ,36.598556,-121.891824,0.7730627059936523
"City of Farmington Protected Land, Road 1990, San Juan County, New Mexico, United States",Badlands Overlook ,"Up a dirt road from the nearby posted spot, quiet and clean. High clearance would be helpful on some of the ruts coming up, but 4wd is unnecessary. There are a few flat spots off the road to pull into. Great Verizon service ",36.798717,-108.230925,1674.8134765625
"Lewis Creek Trailhead, Lewis Creek Trail, Madera County, California, 93623, United States",Resting area at Trailhead,"This is just a car resting area right next to the main road. Stayed here one night before entering Yosemite with one another RV. Night was quiet, there were not many passing cars. No toiler, no water. ",37.41677,-119.62646,0.0
"Yuma County, Arizona, United States",Mittry Lake-Free Camp (secondary boat ramp),"Neat wildland spots next to the secondary dirt boat ramp. Spot has a dock you can hang out on.
We actually camped at the Mittry Lake-Free Camping just across from the Main Boat Ramp. Coming in from the south, the campground is on the right side of the road, 1 1/4 miles down the dirt road from where the pavement ends. The camping spots are dirt, separated by boulders outlining each spot. Pit toilets are a little walk away up on the hill across from the boat ramp and dock. Two large dumpsters for trash at the entrance to the campground. Beautiful night sky. Lake on two sides of campground. Nice dock at dirt boat launch area. Nice covered picnic area with lots of picnic tables and shade. It looks like a good place to fish too judging by all the fishermen. 4G Verizon cell service but data is spotty.",32.829546,-114.447902,54.45292663574219
"23063, Black Canyon Road, San Diego County, California, 92065, United States",Black Canyon Road Pull Off,"One of the pull offs on Black Canton Rd. Nice view of the canyon and surrounding mountains. Some deep ditches in the road, high clearance recommended but probably not needed if you drive slow. This spot is a little lower in the mountains, looks like sunrise and sunset will be behind them.",33.11706,-116.814576,572.0
"East McKellips Boulevard, Apache Junction, Pinal County, Arizona, United States",public land,"14 night stay signage.  
Quiet, about 20 spots off the road way. 
Semi-rutted road, but go slow and easily drivable by RV, car or van. ",33.451055,-111.497647,595.9043113999069
"West Wolf Creek Road, Union County, Georgia, 30512, United States",West Wolf Creek Road Creekside,"A large relatively flat campsite adjacent to West Wolf Creek Road and at a bend in the creek. This site could easily accommodate a half dozen tents, if not more. There were there rock fire rings and lots of creek access. The water was flowing strong and made sleeping a breeze!  Easy vehicle access into the site as well. Could possibly park a very small motorhome or camper, though it might be tight getting in. ",34.781383,-83.937371,663.3142700512486
"Coconino County, Arizona, United States",100 Mile Views,"Numerous dispersed national forest campsites along the Mogollon Rim with fantastic 100-mile views of the valley and mountain ranges beyond.  Requires semi-dry conditions, not accessible during winter.  (We were there in late March and it’s 2WD with normal passenger vehicle clearance, Class B/C RV accessible.)

Take Young Highway south from Highway 260, then take the 3rd dirt road right.  There is a sign for FR campsites - the area is undeveloped camping. The first hundred feet have some larger puddles if there has been any rain, but the ground is firm and rocky underneath, any passenger vehicle, trailer, or Class B/C RV can get through unless the whole road is muddy.  Dirt road beyond the initial large dispersed camping area is mostly smooth but hazardous when muddy.

Go past the very large area for dispersed camping surrounded by forest - this is your last resort if other sites are taken.  The first option with views will be on your left about 1/4 mile down; look for the large pile of rocks for the fire ring.  This spot has merely ‘terrific’ views and is accessible to 2WD in semidry conditions.  We stopped here in our 24’ Class C due to the mud puddles beyond.

The sites with 100-mile views start about 1/8 mile further, on the left past the 3 large mud puddles (if there has been any rain).  I saw at least 4 sites.  The first is a left turn 4WD road for the last 50 feet.  The 2nd-4th are more easily seen because of the rock-pile fire rings. Some are accessible to 2WD if it’s dry.  I’d take my 24’ Class C down that road if dry, but you will need pickup truck clearance for the later sites. Longer Class C might bottom out if you go too far.  The road appears to continue down the escarpment - but we didn’t go that far.  

Nice place to hike.

Good Verizon signal.  Zero AT&T. 1-3 bars T-mobile LTE",34.270515,-110.861779,2304.019329071045
"Forest Rd 11, Perry County, Arkansas, United States",Wild Camping in National Forest,"This spot is pretty close to the main road but it is in the national forest. Had a firering and, per usual in Arkansas, trash.

ATT and Verizon decent with booster.",34.77548,-93.09893,264.66387939453125
"Antelope Creek Road, Yavapai County, Arizona, 86333, United States",Antelope Creek BLM,"Three individual camp spots perched on top of a hill with amazing view of surrounding mountains. Established firepits at each site. Right next to Antelope Creek Rd, but quiet all night. Gravel road to the spot is in good condition (no high clearance or 4WD needed) No amenities, but good cell service with ATT. ",34.290845,-112.175742,1172.492431640625
"Desert Center, Riverside County, California, 92239, United States",BLM land outside Joshua Tree,Open and spacious site at the confluence of two dirt roads. The main dirt road to access the site is well-graded and fine for 2WD vehicles. ,33.810202,-115.321803,192.1722784129801
"Rice Road, Desert Center, Riverside County, California, United States",Desert Lily Sanctuary,"BLM land. Large open space at the entrance to the Desert Lily Sanctuary. Fine for 2WD and large vehicles. Close to a busy road, so there is car noise.  Has cell phone service. 

At the back of the open space, there’s also a 4WD (or high clearance 2WD) road with additional camping spots available. ",33.799207,-115.291971,157.01014360647767
"US 93, Nothing, Mohave County, Arizona, United States",Perfect boonedocking with a view,An isolated campsite about 1/2 a mile off of the highway. quiet and no neighbors,34.485069,-113.339291,972.28515625
"Forest Road 414 - RYE-CYPRESS, Rye, Gila County, Arizona, United States",Rye Creek,"Off highway 87 between Payson and the turning for Lake Roosevelt near the tiny village (no amenities) of Rye. 
Very vast area with many dispersed spots all along the road, that are mostly flat. So you could stop before here or even carry on...Beautiful surroundings with mountain views all around you! Fire pits in most spots too. 
Highway is in the distance so there’s no traffic noise or very faint. The dirt road leading to the spot is a little rough and bumpy in some spots but nothing too bad (I managed fine with Dodge Caravan 2WD). Not sure how the road gets after as I found a good place for the night here, but big rigs and RV’s  could be seen in the distance further along the dirt road so I’m guessing it’s manageable. Fine when dry weather but the dirt road might need 4WD if it’s raining as some parts are red soil and some potholes (that you can avoid if driving carefully). This is Free Boondocking in the Tonto National Forest, so « pack in, pack out » rule :) to preserve this beautiful land...No amenities, just beautiful Nature and mountain views, with Rye Creek in the distance :) Beautiful sunset!! 
Payson is 15minutes away and has all the Amenities you need (gas, food etc), and it’s a great spot for hiking the beautiful trails of Payson and Pine, or to head south to explore Lake Roosevelt! 
Excellent AT&T signal! 
Oh, and you might get some Moo Moo’s visiting lol, but ever so harmless and all they do is eat the grass and moo. They visited for 10 minutes then went on to pastures new :) ",34.134743,-111.36136,1059.3620262145996
"1, Chisom Trail, Grant County, New Mexico, 88061, United States",J. Titmouse Nest,"Gila NF @ Continental Divide Trail Segment through Burro Mountains. Dry Camping. Check Fire Restrictions, no open fires allowed during plague. Propane cooking stoves only with on off valves. Pack it in pack it out. Free range cattle = manure and flys. Highway noise not to bad",32.548546,-108.425452,1940.576271057129
"North Pump Station Road, Pima County, Arizona, 85693, United States",Pump Station BLM,"Boondocking/Primitive camping. No amenities. Sites are not specifically marked and are close to the road.  Areas closer to the entrance will accommodate big rigs. (ex. Three axel 5th wheels). As with any primitive site road conditions vary. When it rains here it gets very muddy, wait for it to dry or expect to possibly get stuck.  Scout the area before blindly driving very far down the area.  This is BLM land and is regularly patrolled by rangers.   ATT cell and data signal 2 bars LTE. Verizon signal good enough for streaming",32.444677,-111.372064,610.6
"Palmetto Trail Swamp Fox Passage, Witherbee, Berkeley County, South Carolina, 29430, United States",Francis Marion by little pond,Great spot for a 1-2 rigs or tents. Cool little pond right at site.,33.061064,-79.746976,0.0
"Schnebly Hill Road, Foxboro Ranch, Coconino County, Arizona, 86017, United States",Schnebly road before needing a truck ,"I was attempting to make it to the other spot listed on this road, but my low Subaru with a cargo carrier on it just couldn’t make it. But I made it to a spot right before an amazing lookout. Sadly others were already at the lookout, so attempting to drive a little further from this site to see if it’s free. But my spot was great. I had a spot with shade and sun. I set up my tent under a juniper tree. Kind of busy during the day with fourwheeling traffic, but mellows out at night. Only stayed a night but would happily stay longer. Lots of spots all along this road with fire pits. I was here during a no fire time. ",34.884761,-111.692963,1910.039608001709
"Oatman Road, Mohave County, Arizona, 86433, United States",open gravel lot,"Very large flat gravel lot at the intersection of Oatman Road and Route 66. Could fit a dozen big rigs in here comfortably. good place to spend the night. A little noisy from traffic but quiet from 10 p.m. to 5 a.m. beautiful views good Verizon signal
close to Oatman where there is no Verizon signal and did not see any camping.",35.000031,-114.408404,628.0
"US 89, Coconino County, Arizona, United States",Glen Canyon Dam Bridge overlook,This is a very large turnout on the side of a two lane highway. Room for at least a dozen large rigs. No signs posted indicating No Parking or No Camping. The area closer to the bridge is more level. We spent one night here with 3 other rigs. Several big rigs pulled in/out throughout the night but it was never crowded. It was quiet despite being on the highway. Good spot to hang out if waiting for a spot at Beehive.,36.935108,-111.477842,1175.800774473697
"La Sal Loop Road, San Juan County, Utah, United States",Cliff overlooking Moab&La Sal Mts,"Beautiful site! 4x4 is absolutely necessary. Cowboy gate at the entrance. The views at this site are some of the best in the US. View of both Moab and Mountains in one sight. Great cell service, fire ring, private. This is true gold ",38.468694,-109.369134,2025.2789098488345
"Hickey Tanks, Woodchute Trail #102, Yavapai County, Arizona, United States",BLM next to potato patch,Make a left right before going on to potato patch up a easy dirt road that gets harder further down. Many spots left and right. Keep going and you find some with a great view over Prescott valley.,34.715918,-112.167815,2179.533159118903
"US Highway 89 Alternative, Coconino County, Arizona, 86022, United States",Marble Canyon ,Dirt road off 89A. Must open and close gate. Sign indicating BLM property with no restrictions on camping but stay on roads restriction posted. Some fire pits along path. Quiet and good views. Can be windy.,36.777261,-111.689506,1150.035894979832
"County Road 102, Huerfano County, Colorado, United States","BLM land off I 25, exit 56","I 25, exit 56 (north of Walsenburg, CO), county road 102
Flat, open county. No amenities. Nothing marked.",37.719198,-104.811518,1893.2797739723856
"Kitchen Creek Road, San Diego County, California, 91948, United States",Kitchen Creek ,"This is the first spot on the right of Kitchen Creek Road off Sunrise Highway where you can camp. This spot fits about 2-3 vehicles. Great views nice and quiet in the late afternoon and evening. Cars, vans, and smaller RVs would fit. Great spot to watch the sunset!",32.841982,-116.448137,1751.5361328125
"Leighton Lane, Inyo County, California, 93513, United States",Zurich Rail station,"Historic abandoned rail station, quiet, arrived during the day slept one night. no problems. 5 min from here you you can visit the the space antennas (stop at the no trespass sign)  good view from there. ",37.183658,-118.261215,1168.0
"354, West Stewart Parkway, Washington, Beaufort County, North Carolina, 27889, United States",Water front Memorial Park,"Free parking along W. Stewart Parkway. Pleasant area right along side the river, with a nice breeze off the water. No signs forbidding overnight parking. Spent a very peaceful night with no problems.
I was in a purple 26 ft motorhome.",35.541891,-77.05727,2.5581632389964213
"Warren Peak Road, Crook County, Wyoming, United States",Warren Peak Site for Big Rigs,We found this place after we couldn’t fit into the other places nearby. I have a 32’ 5th wheel. This site is nestled across from the fire lookout in a slight bull between two other hills with radio towers on them. plenty of room for multiple big rigs. NF land so dispersed camping rules apply. ,44.477638,-104.449514,1959.6349937757884
"Rarity Mounysin Road, Campbell County, Tennessee, 37819, United States",pine mountain exit,Beautiful view no one bugs you slight road noise,36.53694,-84.162754,537.9287109375
"Smooth Brome Road, Clark County, Nevada, United States",Side Road ,"Lots of wild camping spots out here. Just pick a side road off Lowell canyon and you'll find a good spot.

Lots of bugs and some bees. Fair amount of shade honestly. Floor is uneven",36.057962,-115.562272,1531.8016357421875
"Pinnacle Ridge Trail #630, Hood River County, Oregon, United States",Pinnacle ridge trailhead,Just a fire ring at the trailhead with a nice view of Mt. Hood. Campground was full but a couple of spots along road open to trailhead and the parking lot empty. Narrow single lane in spots gravel road up FYI.,45.447223,-121.684997,1122.674091339111
"Kloshe Nanitch, Kloshe Nanitch Trail, Clallam County, Washington, United States",Kloshe Nanitch Lookout,"This lookout is jaw dropping when the weather is clear. Take the FR from the work camp off US-101. Drive up is about 7 miles, doable in 2WD if it’s not too muddy. There’s a spectacular observation deck and picnic table at the top. Pit toilet, decent cell service. ",48.08064,-124.07903,961.1614747131244
"McKinley County, New Mexico, 87347, United States",Six Mile Canyon ,"*Seasonal Closures.
.....
GPS is 2 5 miles from Flying J at exit 39 on I40.  Dirt road is great until going past forest service gate and goes down rapidly in quality.  The GPS spot is as far as I dared in my Caravan.  Another few spots if you stay straight past gate.  A 2wd pickup, with ground clearance, could go anywhere. 3-4 bar Verizon data signal.",35.47683,-108.46703,2085.563453261969
"Fr 185, Jones Township, Elk County, Pennsylvania, United States",Allegheny NF camp spot,This is a nice spot off a Forest road. It's surrounded by trees. There is a fire pit to use. It would probably fit a large camper trailer.,41.576065,-78.768506,562.20947265625
"Middlesex Trail Parking Lot, 398, North Bear Swamp Road, Middlesex, Washington County, Vermont, 05602, United States",Middlesex trailhead,"The is a trailhead to a set of multiple trails. Its a parking lot that could fit a large van or smaller RV but not anything bigger. The whole parking lot probably fits 6 or 7 cars. The road in is pretty good, since just down the road is a farm. Stayed the night here during the week. No one came by at night or in the morning. ",44.371895,-72.64002,464.4782104492188
"Kistler Memorial Highway, McDowell County, North Carolina, 28647, United States",Old N.C. 105,"There are several great spots off old forest road NC 105. Easily accessible for a 2 wheel drive for about 3miles or so, but then gets a bit rockier. There are a few bigger spots for 2-3 vehicles and did see a larger trailer. Some pretty epic view of the smokies and a sound of the river below. Also plenty of trailheads nearby for some great hiking. ",35.925269,-81.923534,1164.4590950012207
"Sierra Vista Lane, Carson City, Nevada, 89702, United States",BLM land near vault toilets(in day use parking lots),"Quiet the first night during the week. The second night some target practice guy showed up and one passing ATV. I moved to the lower BLM area near the river at that point, even though the lower area has a no camping sign. Good Verizon here and clean vault toilets at nearby parking lots. The river is beautiful. The short dirt road is best for vans, SUVs and trucks, maybe a small class C. I was in a minivan.",39.133749,-119.700986,4740.0
"Sanders Fish Market, 367, Marcy Street, Portsmouth, Rockingham County, New Hampshire, 03801, United States",Bridge in Portsmouth ,Great little spot. free parking on both sides. No overnight restrictions. Be pretty stealthy. 5 minute walk into town! ,43.072773,-70.750576,0.3771119117736816
"23766, CR D1650, Le Flore County, Oklahoma, 74957, United States",Camp on FS Road D1650,"Nice primitive camping site located on FS D160. Fire ring and lots of shade trees. One or maybe two smaller vehicles. Road is rough, but doesn't require 4wd.",34.611142,-94.616862,648.83203125
"Forest Road 2900-012, Lake County, Oregon, United States",Summer Lake ,"Nice spot with a somewhat treed view of summer lake and a fire pit.  Be sure to check on any fire restrictions.  Picked up a bunch of garbage so please don’t be a scumbag and be sure to take your trash with you :) The forest road is in great shape too which is a nice bonus after trying to navigate forest roads that are in terrible condition over the past few weeks in Cali.  TONS of foxtail around so if you have dogs be really careful, those things are nasty >:-( Not level at all but there is a big rock you can back onto to level out and there are other rocks laying around that you can use to level out your vehicle if that’s what you’re camping in.  Enjoy!! ",42.735423,-120.78205,1668.588222503662
"3836, East Camino Cielo Road, Santa Barbara County, CAL Fire Southern Region, California, 93105, United States",Colorful Water Resevoir,"Like the other sites, a turnout from the main road. Medium-Large compared to the other sites I saw coming in from 154. Next to a graffitied water reservoir. Also a very rugged site just above the reservoir that would need high clearance and 4x4 without a doubt, or just walk up. Some college kids stayed up there and would have annoyed some people, but I joined them for a beer. Hang out spot for sunset but no one bothered me. ",34.515829,-119.778709,974.701904296875
"FSR 838.1C, Crook County, Wyoming, United States",Sundance-Warren Peak Road,"We took our 36ft Super C up to the second spot and it's beautiful! no issues! Verizon and AT&T working well enough to watch TV. 
This spot has 3 firepits on the very top of the hill. Space for 3 trucks or cars or small RV. very tight gravel road. overlooking the surrounding plains. sign says logging operation but no sign of any recent logging. ",44.4491,-104.433267,1946.0
"Temple Mountain Road, Emery County, Utah, United States",Panorama Hill,"360 panoramic views on the top of the hill. 5 miles or so from the Goblin Valley visitor center, up a short gravel road. We checked out a couple other spots and this one took the cake. We were here on a Saturday and had the spot all to ourselves!  ",38.64517,-110.647997,1624.6110858917236
"Ward Canyon Road- FR 177, Davis County, Utah, 84014, United States",Main road camping,Absolutely amazing place to camp with a beautiful sunset and sunrise. In a national forest and is legal to pitch a tent from my understanding. Safe from wild life because it’s highly trafficked. Lots of room for at least 6-7 cars. I made it up in a sedan but took a long time and careful navigation.,40.920085,-111.805443,2380.199555964209
"Forest Service Rd 201, Maricopa County, Arizona, United States",view point,"Nice spot with stunning view!!
didn't sleep there, our Volkswagen van can 't make or up the road... 4x4 recommended! 
but if you make it up here, its amazing!

als relly nice spot little bit back!",33.948113,-111.452045,1369.0
"1092, Old US Highway 89, Garfield County, Utah, 84735, United States",Swimming Spot @ River,"Little stream right off the highway. Easy to get to, cold refreshing water for a little swim. Not super private as you can see the highway a little bit, but I enjoyed it for a short cold dip on the way.

Two other vehicles stopped as I was sun-drying, just for a minute. I'm glad I found it.

There's an old firespot so I think sometimes people camp here.

Lot itself is large but not super even. Big rigs could likely get down the slope but not sure if it would be easy to level out",37.62769,-112.453255,2095.4482421875
"Thomas Mountain Road, Riverside County, California, 92361, United States",Above Lake Hemet,"Peaceful flat spot for a sprinter with epic views of Lake Hemet and the mountains.  Good cell reception with Verizon and Tmobile.  Up a rough dirt road... 4wd is nice, maybe not mandatory. ",33.652132,-116.682052,1420.1602783203125
"Big Eye Mine Road, Yuma County, Arizona, United States",Castle Dome-KOFA Natural Wildlife Refuge,The main trail leads to the Castle Dome City where there is a museum of a mining city back in 1864. It is forbidden to camp there. So I took the trail Big Eye Mine because the other one going to Castle Dome Mountain is only for 4x4. This trail is not in good shape either. So I didn’t go far on that trail and found a place to camp. Very quiet. There was no signal at the camp site so I climbed the little mound (coordonnate are a bit wrong).,33.034401,-114.178932,389.81439208984375
"""Hollywood & Vine"" Street Sign, Vallecito Creek Road, San Diego County, California, United States",« Free camping at Hollywood and Vine street sign »,"Free camping in Vallecito Creek (Anza Borrego State Park). A spot in the desert behind a small hill. Quiet, no services. Weak cell phone signal. Road access is soft sand, 4WD recommended but I did it with 2WD.",32.907339,-116.203965,242.3093605041504
"Route 167, Clark County, Nevada, United States",BLM near Valley of fire,Very quiet spot in the desert on a BLM land away from the highway. Free camping. Dirt road access. The place seems to be used as a shooting spot but nobody came up on a friday night. Only 2 others camping in a distance. Lots of broken glass too. It can be very windy. Good At&T.,36.424816,-114.71828,706.6363525390625
"Hampshire Rocks Road, Big Bend, Placer County, California, 95278, United States",Hampshire Rocks River View,"Nice shady turnout big enough for 2 vans. Easy to access the Yuba River.  Site is away from the highway, can't see it, but could still hear it a little. Only drawback is that it is not too level, but we did manage to work that out.  Weak cell service, but enough.  ",39.303659,-120.521907,1720.0
"Junction Creek Road, Durango, La Plata County, Colorado, United States",Legal Junction Creek road,"Right after you pass the sign indicating camping is allowed, there is a level spot just off the road. Hardly any traffic, a little bit of a view, and cell service.

closed during winter",37.367449,-107.894099,2788.78369140625
"Glacier Creek Road, Whatcom County, Washington, United States",View of Mount Baker,"Take the road up to the picnic area past the trailhead. On the right side is a large pullout. You can camp here with a marvelous view of Baker and the glaciers. 

All you can hear is the roaring water below. ",48.803701,-121.902117,1217.250530872494
"Woodstock Dike Trailhead, Ashokan Rail Trail, West Hurley, Town of Hurley, Shokan, Town of Olive, Ulster County, New York, 12433, United States",Ashokan Rail Trail - Woodstock Dike Trailhead,"Big trailhead parking lot with no 'no..'-signs. Very quiet at night, but gets busy early in the morning as it's a popular trail for walking and biking. I used the Google Maps link here, and it took me to an intersection maybe half a mile away from the actual parking lot.",41.99417,-74.09582,145.0
"East Branch Road, Jackson, Carroll County, New Hampshire, United States",Forest Road 17 Pulloffs,"Approximately 18 sites/pulloffs scattered along ~4mi of Forest Road 17 and FR 38 in White Mountain National Forest. These coordinates are for the beginning of the forest road and the sites are further along the road. Road is wide and well-maintained and should be passable by any vehicle. The end of FR 38 is a large turnaround dead-end, suitable for large rigs. 

Sites vary in size and suitability for tents, vehicles, and trailers. Some sites right along the river. Almost every site was occupied when I pulled in at 18:00, so can get fairly busy, but sites are very widely spaced so no concern about neighbors. Only a couple of cars along the road in the evening, so pretty quiet. Unreliable Verizon 4G at a couple spots along the road.",44.13371,-71.11206,212.0
"Dearborn Rest Area (Southbound), I 29;US 71, Platte County, Missouri, 64439, United States",Dearborn Rest Area ,Last rest stop in Missouri going south on 29; decent bathrooms. It’s a big stop for semi-trucks and it’s close to the highway.,39.476863,-94.788623,292.5081443786621
"I 80;US 6, Polk County, Iowa, 50169, United States",I-80 rest stop,"Rest stop a few miles east of Des Moines. Clean, bathrooms, picnic tables, wifi, vending machines, lawn for pets.",41.68034,-93.392612,296.0
"Lamoille Valley Rail Trail, West Danville, Danville, Caledonia County, Vermont, 05828, United States",Joe’s Pond,Picnic area next to small pond. Near bike and walking trail. Vans and smaller. Didn’t see any “No Overnight Camping” signs. No U.S. cell service.,44.409953,-72.197506,469.76186752319336
